1700001K19Rik	0	0.04	0.193333	0.34	0.0425
1700001L19Rik	0.121429	0.396667	0.72	1.074	0.9725
1700001O22Rik	0.794286	2.54333	2.07	0.422	0.68
1700001P01Rik	1.38286	0.386667	0.51	0.692	0.75
1700003E16Rik	0.145714	0.503333	0.686667	0.716	2.6275
1700003F12Rik	0.39	1.88667	1.86333	0.35	0.36
1700003H04Rik	0	0	0	0	0
1700006A11Rik	0	0	0	0	0
1700006E09Rik	0.0157143	0	0	0	0
1700007G11Rik	4.87143	0.323333	1	0.326	2.1725
1700007K09Rik	0.21	0.18	0.0766667	0.17	0
1700007K13Rik	32.9714	12.23	2.05	6.488	22.2275
1700008O03Rik	1.81571	1.21667	0.826667	1.57	1.655
1700008P02Rik	0	0	0	0	0
1700009N14Rik	0.02	0	0	0.012	0
1700010B08Rik	0	0.04	0	0.018	0
1700010I14Rik	0.187143	0.706667	0.893333	0.604	0.655
1700011H14Rik	0.0142857	4.02	0.36	0.184	0.31
1700011I03Rik	0	0	0	0.024	0.1
1700011L22Rik	0.0157143	0	0	0.036	0
1700011M02Rik	0	0	0	0.012	0
1700012A03Rik	0	0	0	0	0
1700012B07Rik	0.83	0.12	0	0.014	0
1700012B09Rik	0.0457143	0.0633333	0	0.016	0.6525
1700012P22Rik	0	0	0	0.026	0.5175
1700013D24Rik	0	0	0	0	0
1700013F07Rik	0	0.03	0.08	0.23	0.4625
1700013G24Rik	0.0328571	0	0	0	0
1700013H16Rik	156.369	83.5233	27.28	25.268	7.195
1700014D04Rik	0.0528571	0.0833333	0.0533333	0.128	0.005
1700015F17Rik	0.0714286	0.03	0.1	0.064	0.03
1700015G11Rik	0.0414286	0	0	0.014	0
1700016C15Rik	0	0	0	0.032	0.445
1700016D06Rik	0.185714	0	0.0166667	0.018	0.015
1700016G14Rik	0.101429	0.0666667	0.0233333	0.036	0.025
1700016H13Rik	0.235714	0.326667	0.143333	0.09	0.0325
1700016K19Rik	0.478571	0.873333	0.783333	0.326	6.725
1700017B05Rik	15.0157	19.6067	15.0133	9.016	16.91
1700017D01Rik	0	0	0	0	0
1700017N19Rik	0	0	0	0.152	0.01
1700018B08Rik	0.447143	0.106667	0.05	0.044	0
1700018F24Rik	0.0114286	0	0	0	0
1700018G05Rik	0	0	0	0	0
1700019A02Rik	5.49	0.56	0.0833333	0.058	0
1700019D03Rik	35.7343	1.77	0.996667	0.9	1.805
1700019N19Rik	0.172857	0.11	0.17	0.04	0.0575
1700020A23Rik	0	0.0433333	0	0.012	0
1700020D05Rik	0.224286	0.256667	0.23	0.418	0.13
1700020L24Rik	0.371429	0.233333	0.706667	0.642	4.2375
1700020N01Rik	1.47286	0.676667	0.06	0.24	0.0325
1700020N15Rik	0.898571	0.71	0.39	0.074	0.025
1700021F05Rik	25.1314	39.6433	25.77	24.288	25.1425
1700021F07Rik	0.0414286	0	0	0	0
1700022I11Rik	0.0785714	0.0666667	0.263333	0.134	0.05
1700023F06Rik	0.274286	0.563333	0.293333	0.686	0.3775
1700024B05Rik	0.308571	0.07	0.02	0.03	0
1700024G13Rik	0.0342857	0.0233333	0.616667	0.018	0.57
1700024P04Rik	0.0528571	0	0.07	0.026	0.06
1700025B11Rik	0	0.18	0.0533333	0.27	0.05
1700025C18Rik	0	0	0	0	0
1700025F22Rik	0	0	0	0	0
1700025G04Rik	1.77429	8.06667	12.0967	14.434	6.255
1700028J19Rik	0.227143	0.183333	0.28	0.354	0.21
1700028K03Rik	1.23429	0.166667	0.0333333	0.254	0.1775
1700028P14Rik	0.101429	0.0433333	0.0266667	0.104	1.7975
1700029F12Rik	0	0.0866667	0.02	0.122	0.1175
1700029H14Rik	0.0142857	0	0	0.016	0
1700029I15Rik	0.485714	1.05667	1.37	3.87	1.1225
1700029J07Rik	0.172857	0.583333	0.696667	2.632	3.195
1700029P11Rik	20.61	2.56333	0.37	0.446	0.02
1700030J22Rik	1.74286	1.02	2.09	1.408	2.5125
1700030K09Rik	3.95714	3.65333	3.88333	3.79	3.115
1700031F05Rik	0.04	0.553333	0	0.02	0
1700031M16Rik	0	0	0	0	0
1700034E13Rik	0	0	0	0	0
1700034I23Rik	0	0	0.0166667	0.016	0
1700034J05Rik	0	0.0166667	0	0	0
1700037C18Rik	0.931429	2.89	2.00333	2.744	3.4975
1700037H04Rik	66.9629	50.9733	51.66	37.334	39.75
1700040F15Rik	0	0	0	0	0
1700042G07Rik	0	0.0933333	0	0	0
1700047I17Rik2	0	0	0	0	0
1700049E17Rik1	0	0	0	0	0
1700056E22Rik	0.48	1.39333	1.52333	1.772	2.225
1700057G04Rik	0.18	0.143333	0	0.116	0.135
1700061G19Rik	5.85429	0.06	0.03	0.08	0.01
1700064H15Rik	0	0	0	0.028	0
1700066B19Rik	0.0128571	0.0466667	0.02	0.428	3.0225
1700066M21Rik	3.76286	3.30333	4.32	9.218	9.5725
1700067K01Rik	0.244286	0.413333	0.113333	0.118	0.0575
1700067P10Rik	0	0	0	0.006	0
1700069L16Rik	0.0128571	0	0.07	0.024	0
1700074P13Rik	0	0	0	0	0
1700080E11Rik	0	0	0	0	0
1700080O16Rik	3.17429	0.396667	0.133333	0.168	0.0775
1700084M14Rik	0.02	0.133333	0	0	0
1700086D15Rik	0.03	0	0	0.018	0
1700088E04Rik	0.898571	1.96	5.21	5.364	11.4575
1700092M07Rik	0.538571	1.68667	0.823333	0.712	0.38
1700093K21Rik	0.0314286	0.0733333	0	0.098	0.065
1700102P08Rik	1.06429	0.916667	0.68	0.57	0.17
1700109H08Rik	0.467143	0.5	0.383333	0.812	0.28
1700113H08Rik	0.0471429	0.0233333	0.203333	0.026	0
1700122O11Rik	0	0.1	0	0.012	0.0275
1700123K08Rik	0	0.0133333	0	0.086	0
1700123L14Rik	0	0.01	0	0.004	0
1700123O20Rik	29.09	26.7433	29.1167	25.924	24.295
1700125H20Rik	0.0657143	0.216667	0.28	0.602	0.23
1700129C05Rik	0	0	0	0	0
1810009A15Rik	96.6271	110.2	60.4067	34.186	40.435
1810009J06Rik	0.0185714	0	0	0	0
1810010D01Rik	0.00857143	0.226667	0.376667	0.556	0.955
1810010H24Rik	0.951429	1.19	2.23	3.52	4.2675
1810011H11Rik	0	0	0	0.036	0
1810013L24Rik	22.9014	12.0767	23.3233	16.956	23.8225
1810022K09Rik	348.616	284.823	168.293	95.938	141.065
1810024B03Rik	0.278571	0.533333	0.543333	0.476	0.4325
1810030O07Rik	13.1414	12.2867	9.21	11.484	12.5325
1810032O08Rik	18.9314	19.8433	7.75667	8.09	5.4675
1810037I17Rik	49.0443	41.94	30.9233	66.41	155.303
1810041L15Rik	0.188571	0.38	11.69	13.656	10.705
1810043G02Rik	2.11143	9.40333	10.48	11.816	12.545
1810046K07Rik	0	0	0.03	0.026	0
1810049J17Rik	38.0871	12.4533	17.3467	32.436	83.705
1810055G02Rik	16.44	17.3533	17.18	17.646	15.39
1810062G17Rik	0.08	0.203333	0	0.112	0.04
1810065E05Rik	0	0	0	0.01	0.98
2010003K11Rik	0.01	0.0133333	0.0133333	0.026	0.9325
2010005H15Rik	0	0	0	0.582	0.035
2010106E10Rik	0	0	0	0.01	0.3825
2010107E04Rik	498.544	496.937	421.287	281.85	445.16
2010109A12Rik	0.00857143	0	0	0.004	0.065
2010109I03Rik	0.0128571	0	0	0.006	2.3175
2010111I01Rik	17.3514	4.56	9.07667	10.47	17.5125
2010300C02Rik	0.461429	1.22	0.64	1.418	2.725
2010315B03Rik	0.35	1.66667	2.07667	2.054	4.1475
2200002D01Rik	9.79143	26.0333	10.26	24.32	114.28
2200002J24Rik	0.0885714	0	0.226667	0.226	0.12
2210010C04Rik	0.122857	0.00666667	0.02	0.058	0.0075
2210011C24Rik	2.31286	14.9733	5.98667	2.472	3.055
2210016F16Rik	11.9143	12.65	8.77333	7.234	11.6275
2210016L21Rik	13.1229	21.24	21.0533	44.376	24.11
2210017I01Rik	0	0.0233333	0	0.01	0
2210407C18Rik	0	0	0	1.152	524.352
2210408I21Rik	2.59143	2.33667	2.99667	2.772	2.2775
2210418O10Rik	6.39429	6.11333	2.87333	1.612	6.18
2300002M23Rik	0.0357143	0.0266667	0	0.002	2.215
2300003K06Rik	0.00857143	0	0	0	0
2300009A05Rik	2.59857	8.33333	9.01667	13.488	14.4075
2310002L09Rik	0	0	0	0	0
2310003L06Rik	0.142857	0.01	0	0	0
2310007B03Rik	0.0428571	0.126667	0	0.216	2.5275
2310009B15Rik	14.9986	17.5467	15.7333	17.766	15.79
2310011J03Rik	14.5671	22.2367	17.74	20.044	26.04
2310022A10Rik	25.7	15.14	16.0167	13.798	8.6275
2310022B05Rik	5.31857	19.7133	29.4867	34.826	50.945
2310030G06Rik	1.27286	5.56667	2.11667	4.004	6.585
2310033P09Rik	19.6386	32.1967	24.5967	14.212	18.54
2310034C09Rik	0	0	0	0	0
2310034G01Rik	0.162857	0.263333	0.303333	0.502	0.4475
2310035C23Rik	18.1557	11.0833	18.6933	17.818	15.34
2310039H08Rik	6.72	8.23	8.83	10.92	14.3325
2310046K23Rik	0.0142857	0.0933333	0.0366667	0.008	0.04
2310050C09Rik	0.01	0	0	0	0
2310057J18Rik	0	0	0.0333333	0.008	0
2310057M21Rik	38.3871	18.63	19.2333	13.792	33.4025
2310057N15Rik	0	0	0	0	0
2310061I04Rik	21.7557	25.42	15.3733	27.688	23.5625
2310061N02Rik	0	0	0	0	0
2310079G19Rik	0	0	0	0	0
2410002F23Rik	50.8329	65.3767	77.3767	72.62	45.055
2410004B18Rik	22.4286	27.1767	28.3567	26.508	19.805
2410004P03Rik	0.14	0.216667	0.0266667	0.348	4.66
2410015M20Rik	58.6014	82.9433	71.7433	79.374	101.985
2410089E03Rik	5.75143	4.75	5.85	5.88	3.975
2410131K14Rik	4.11429	4.33667	7.29667	8.164	5.8925
2410137M14Rik	1.58429	0.216667	0	0.26	0
2410141K09Rik	88.7986	8.22	0.38	0.602	0.075
2510002D24Rik	5.44857	11.2833	9.13333	13.806	12.8575
2510009E07Rik	0.14	1.58	6.05667	19.368	13.815
2510039O18Rik	27.8957	25.3033	21.4067	28.942	31.72
2610001J05Rik	14.9043	32.3	27.74	32.236	41.3575
2610002M06Rik	2.47571	4.00333	4.57667	8.456	7.3925
2610008E11Rik	3.01571	6.45	16.62	14.172	7.18
2610021A01Rik	28.3771	9.50667	11.0167	9.638	7.0125
2610028H24Rik	0.0485714	0	0	0.014	0.0325
2610042L04Rik	0.0742857	0.236667	0.443333	0.768	0.08
2610044O15Rik8	12.0929	7.7	7.84333	4.678	7.175
2610301B20Rik	10.1286	11.79	18.2433	15.466	25.24
2610318N02Rik	38.3829	53.7733	50.9167	3.77	2.2
2610507B11Rik	50.5386	43.5667	40.1167	44.71	65.5075
2610524H06Rik	27.5114	30.9067	36.2367	33.516	24.9075
2610528A11Rik	0.108571	0.173333	0.0633333	0.192	8.205
2610528J11Rik	1.25714	6.5	2.26	1.424	14.375
2700049A03Rik	7.46286	6.26	6.99667	3.328	2.1775
2700062C07Rik	15.8386	11.04	15.4033	11.166	10.25
2700081O15Rik	13.3314	19.96	83.2567	34.338	14.4075
2700097O09Rik	13.2057	13.0533	6.94667	6.158	4.1025
2810004N23Rik	50.6371	52.6867	25.8933	15.368	18.2075
2810006K23Rik	6.45286	10.24	11.6033	5.054	6.4525
2810021J22Rik	3.77286	3.64	7.08	4.874	3.59
2810403A07Rik	29.9529	26.87	33.7967	41.438	24.065
2810408A11Rik	2.38286	6.01333	10.6333	2.642	2.18
2810459M11Rik	0.685714	6.35	1.52667	13.634	16.4575
2810474O19Rik	109.013	18.5733	15.68	12.57	27.5075
2900011O08Rik	8.01143	1.74333	9.36	32.718	18.2625
2900026A02Rik	1.75714	2.90667	2.42667	3.612	9.9275
2900055J20Rik	0.0128571	0.03	0.0933333	0.588	0.3225
2900092C05Rik	0	0	0	0	0
3100002H09Rik	0	0	0	0	0
3110001I22Rik	9.9	3.35	3.6	2.28	2.555
3110002H16Rik	18.8957	18.44	15.9133	15.348	20.965
3110009E18Rik	11.5543	24.13	12.3233	5.868	7.58
3110018I06Rik	0	0	0	0	0
3110021N24Rik	0.147143	0.17	0.103333	0.412	0.15
3110035E14Rik	0.03	0.293333	19.9967	15.67	22.5325
3110040N11Rik	22.4771	20.9033	19.3933	18.652	28.9
3110043O21Rik	5.39143	4.93667	12.43	15.55	12.9875
3110062M04Rik	1.28857	5.18333	4.18333	2.654	1.4725
3110070M22Rik	0.0728571	0.0766667	0.516667	0.52	0.3425
3110079O15Rik	0.0485714	0.166667	0	0.09	0.9325
3110082I17Rik	31.5057	29.84	13.3133	11.616	12.915
3110082J24Rik	0	0	0.0266667	2.396	4.0225
3300002I08Rik	2.12571	1.97667	4.95333	4.676	3.63
3425401B19Rik	0.00857143	0.0233333	0	0	0
3632451O06Rik	2.76857	5.68333	14.1467	11.67	11.9675
3830403N18Rik	0.844286	1.09333	0.676667	3.486	2.1375
3830406C13Rik	5.07571	9.49667	11.71	12.424	15.505
3830417A13Rik	1.97286	0.326667	0.0866667	0.704	0.6375
4430402I18Rik	0.11	1.01333	0.486667	0.986	1.955
4833420G17Rik	8.86571	9.83	8.39667	5.804	3.735
4833423E24Rik	0.02	0.00666667	0	0.388	20.91
4833427G06Rik	0.1	0.0533333	0	0.004	0.19
4833439L19Rik	58.1371	36.5433	77.69	68.02	86.6325
4921501E09Rik	0	0	0	0	0
4921504E06Rik	0.00285714	0.00666667	0	0.006	0
4921507P07Rik	0.171429	0.253333	0.466667	0.784	0.2925
4921509C19Rik	0.0371429	0	0	0.004	0
4921511C20Rik	0	0	0	0	0
4921511M17Rik	0	0	0	0	0
4921517D22Rik	0.00285714	0	0	0.016	0
4921524J17Rik	18.2714	17.8333	17.5167	11.708	11.1075
4921524L21Rik	0.00857143	0	0	0	0
4921530L21Rik	0.00714286	0	0	0.042	0.0675
4921536K21Rik	0.29	0.566667	0.976667	0.562	0.695
4921539E11Rik	0.0271429	0.00666667	0	0	0
4922502D21Rik	0	0.02	0	0.01	0
4930402F06Rik	0	0	0	0.01	0.0125
4930402H24Rik	6.62429	5.89	34.7567	38.952	41.84
4930402K13Rik	0.0471429	0.0166667	0	0.004	0
4930404H24Rik	0	0	0	0.02	0
4930404N11Rik	0.241429	0.423333	0.763333	2.704	0.74
4930407I10Rik	0	0.00333333	0	0	0
4930412O13Rik	0	0.0266667	0.376667	0.312	0.1425
4930415L06Rik	0	0	0	0	0
4930415O20Rik	0.0185714	0.173333	0	0.062	0.235
4930426L09Rik	0.06	0.09	0.35	0.23	0.225
4930430A15Rik	0	0	0	0	0
4930430F08Rik	15.7086	8.99	11.8467	12.13	11.6325
4930432K21Rik	0.918571	0.57	0.67	1.082	0.79
4930432M17Rik	0	0	0	0	0
4930433I11Rik	0.00571429	0	0	0.004	0
4930435E12Rik	0	0	0	0.006	0
4930438A08Rik	0.0385714	0.0733333	0.04	0.044	0.04
4930442H23Rik	0.0185714	0.0133333	0.0166667	0.07	0.0175
4930444G20Rik	0.241429	0.08	0.01	0.046	0.065
4930444P10Rik	0.161429	0.216667	0.266667	0.832	0.715
4930447A16Rik	0	0	0	0	0
4930447C04Rik	27.5157	19.6567	4.52	10.834	2.985
4930447F04Rik	0	0	0	0	0
4930449I24Rik	0	0	0	0	0
4930451G09Rik	0.142857	0.443333	0.85	0.804	0.6225
4930451I11Rik	0	0	0	0.034	0
4930452B06Rik	4.15286	4.79333	3.38	1.834	2.41
4930453N24Rik	15.8571	15.04	13.5233	10.846	7.7425
4930455H04Rik	0	0	0	0	0
4930467E23Rik	0	0.00666667	0.0166667	0.038	0.04
4930469K13Rik	0	0	0	0.8	0
4930470P17Rik	0.0442857	0	0.0133333	0.014	0
4930474N05Rik	0.0185714	0	0	0	0
4930480E11Rik	0	0	0	0	0
4930486L24Rik	6.01143	1.66667	0.283333	1.258	0.8525
4930502E18Rik	6.51143	2.93	0.143333	0.856	0.4575
4930503B20Rik	0	0.0366667	0.0266667	0.026	0.0125
4930503E14Rik	0.16	0.11	0.0466667	0.072	0
4930503L19Rik	17.0057	13.7067	10.67	7.744	3.2325
4930504O13Rik	0.614286	0.133333	0	0.134	0.045
4930505A04Rik	0.0528571	0.06	0.0766667	0.114	0.255
4930507D05Rik	0.351429	0.326667	0.443333	0.63	0.3025
4930512M02Rik	0	0	0	0	0
4930513O06Rik	0	0	0	0	0
4930516K23Rik	0	0	0	0	0
4930518I15Rik	0.07	0.183333	0.236667	0.252	0.095
4930519G04Rik	0.00857143	0.0266667	0	0.006	0
4930519P11Rik	0.0428571	0.05	0.256667	0.346	0.1175
4930522H14Rik	0	0	0	0.008	0
4930522L14Rik	5.25714	4.04667	2.22667	2.816	2.46
4930523C07Rik	0.0728571	1.38	0.07	0.578	3.33
4930524B15Rik	1.84571	0.673333	0.116667	0.1	0.025
4930524J08Rik	3.95857	6.98	2.95333	2.96	2.7125
4930524N10Rik	0	0	0	0	0
4930535I16Rik	0.0971429	0.11	0.07	0.224	0.12
4930539E08Rik	0.548571	0.19	0.64	2.216	12.5525
4930544D05Rik	0	0.0233333	0	0.018	0.075
4930544G11Rik	0	0	0	0.002	0
4930546C10Rik	0	0	0	0	0
4930548H24Rik	2.12429	0.186667	0.05	0.018	0.0375
4930550C14Rik	0.697143	0.75	0.09	0.318	0.815
4930550L24Rik	8.70429	1.39667	0.123333	0.73	0.79
4930553J12Rik	0.01	0	0	0.004	0
4930553M12Rik	0	0	0	0	0
4930555G01Rik	0	0.0133333	0	0.116	0
4930556J24Rik	0.128571	0.08	0.0666667	0.062	0.0575
4930558C23Rik	0.431429	0.03	0	0.024	0
4930558K02Rik	0.00857143	0.0166667	0.0233333	0.038	0.0175
4930562C15Rik	0.0214286	0.0433333	0.08	0.194	0.0725
4930563D23Rik	0.00285714	0	0	0	0
4930563M21Rik	0	0.05	0	0.022	0
4930564D02Rik	0	0	0	0	0
4930567H17Rik	0	0	0	0	0
4930568D16Rik	0	0	0	0	0
4930572O03Rik	0	0.0133333	0	0.01	0
4930578C19Rik	0	0	0	0	0
4930578G10Rik	0.0657143	0.0366667	0.126667	0.12	0.0425
4930578I06Rik	0	0	0	0	0
4930579F01Rik	0.0285714	0.08	0.0133333	0.026	0.0225
4930579G24Rik	5.42714	6.43667	4.49667	3.83	2.6225
4930583I09Rik	0	0	0	0	0
4930590J08Rik	0.212857	0.213333	0.68	0.896	0.5125
4930595D18Rik	0	0	0	0.036	0
4930595M18Rik	0	0	0	0	0
4930596D02Rik	0	0	0	0	0
4931400O07Rik	0	0	0	0	0
4931406B18Rik	0.0185714	0.116667	0.00333333	0.008	0
4931406C07Rik	4.04714	6.62333	13.2533	18.37	34.525
4931406P16Rik	27.8257	12.8933	15.79	22.188	25.16
4931408C20Rik	0	0	0	0	0
4931409K22Rik	0.0585714	0.0366667	0.02	0.042	0.0075
4931414P19Rik	1.69714	4.48333	6.56333	4.434	3.03
4931417E11Rik	0	0	0	0	0
4931422A03Rik	0.134286	0.12	0.376667	0.524	0.5875
4931423N10Rik	0.03	0.0166667	0.01	0.044	0
4931428F04Rik	4.07714	6.65667	39.9533	37.498	8.455
4931428L18Rik	0.687143	0.12	0.0266667	0.028	0
4931429L15Rik	0.00571429	0.00666667	0.0533333	0.006	0
4931440F15Rik	0.0242857	0.01	0.0133333	0.06	0.0225
4932411N23Rik	0.0285714	0.0266667	0.00333333	0.002	0
4932414N04Rik	0	0	0	0	0
4932415D10Rik	0.00428571	0.00666667	0.00333333	0.008	0.01
4932429P05Rik	0	0	0	0	0
4932438A13Rik	10.4214	8.07667	9.75333	12.514	10.845
4932438H23Rik	0	0	0.03	0.146	1.2725
4932443I19Rik	0.0385714	0.226667	0.526667	0.258	1.5675
4933400A11Rik	0.0142857	0	0	0	0
4933402D24Rik	0.0714286	0.0866667	0.173333	0.198	0.185
4933402E13Rik	1.95	9.82	3.44	1.044	0.5
4933402J07Rik	0.0171429	0.05	0	0.018	0
4933402N03Rik	0	0	0	0	0
4933402N22Rik	0	0	0	0	0
4933403O08Rik	0.154286	0.07	0.05	0.262	0.0575
4933405L10Rik	0.0528571	0.0733333	0.0733333	0.146	0.085
4933405O20Rik	0	0	0.0166667	0	0
4933406M09Rik	0.0657143	0.0166667	0.01	0	0
4933407L21Rik	0	0	0.0733333	0.798	1.795
4933408B17Rik	0.09	0.25	0.213333	0.204	0.05
4933409G03Rik	0	0	0	0	0
4933411K16Rik	0.0471429	0.116667	0.166667	0.102	0.095
4933412E24Rik	0.0528571	0.01	0	0.002	0
4933414I15Rik	0	0	0	0	0
4933415A04Rik	0.0942857	0.82	2.26	0.318	0.175
4933415F23Rik	0.0514286	0.0966667	0.02	0.026	0
4933416C03Rik	3.14571	1.17667	0.136667	0.264	0.14
4933417A18Rik	0	0	0	0.004	0
4933421I07Rik	0	0	0	0.006	0
4933424G06Rik	0.0757143	0.0166667	0.0366667	0.23	0.1325
4933425L06Rik	1.10714	0.453333	0.0366667	0.064	0.0225
4933427D14Rik	3.87714	6.51333	7.45333	7.002	2.4375
4933427I04Rik	0.0142857	0.00666667	0.0166667	0.072	0.0225
4933428G20Rik	0.0542857	0.0466667	0.0766667	0.354	0.2425
4933428M09Rik	2	1.26333	0.346667	0.498	0.2575
4933430I17Rik	0.308571	0.28	0.633333	0.27	0.1625
4933434E20Rik	29.5143	51	57.7067	68.36	63.08
4933436I01Rik	0	0	0	0	0
5031410I06Rik	0.04	0.07	0	0.068	0.09
5031439G07Rik	8.04143	14.5967	33.4967	27.348	28.3875
5330417C22Rik	0.142857	0.32	0.43	2.612	3.345
5330417H12Rik	0	0	0	0	0
5430401F13Rik	0	0	0	0	0
5430402E10Rik	0	0	0	0	0
5430403G16Rik	2.69429	1.55333	1.00333	1.096	1.0075
5430419D17Rik	0.0457143	0.02	0	0.018	0.035
5430427O19Rik	0	0	0	0	0.025
5530400C23Rik	0	0	0	0	0
5530401A14Rik	0.00428571	0.00333333	0	0.002	0.04
5730409E04Rik	0.427143	2.63	2.87667	9.886	10.6475
5730455P16Rik	4.12	5.94	10.77	10.444	9.4975
5730480H06Rik	10.8986	10.6433	9.15333	7.432	7.255
5730507C01Rik	0.711429	0.57	0.183333	0.072	0.085
5730522E02Rik	0.125714	0.246667	0.603333	0.932	0.115
5730559C18Rik	3.50714	8.77667	9.61333	12.068	56.7925
5730596B20Rik	0.0157143	1.46333	2.98333	2.564	0.4975
5830411N06Rik	0	0	0	0.004	0
5830473C10Rik	0.00285714	0.0766667	0.02	0.1	0.1025
5930422O12Rik	0	0	0.103333	0.04	0.0475
6030408B16Rik	0.0357143	0.03	0.0666667	0.468	0.1625
6030419C18Rik	3.54857	4.11333	4.4	18.664	10.3725
6030445D17Rik	0.0671429	0.08	0.02	0.058	0.07
6030452D12Rik	0	0	0	0.006	0
6030458C11Rik	20.1357	14.8667	14.9333	10.546	10.04
6030468B19Rik	0	0	0	0	0
6030498E09Rik	0	0	0.0166667	0.04	0.1125
6330409D20Rik	0.00714286	0.0266667	1.97667	0.816	0.555
6430531B16Rik	0.608571	0.56	0.61	0.268	0.4075
6430548M08Rik	0.594286	0.95	8.94667	13.378	6.725
6430550D23Rik	0.127143	0.343333	0.673333	1.034	1.4725
6430571L13Rik	0.0971429	0.46	1.56667	2.366	0.52
6430573F11Rik	0.417143	1.74333	0.593333	1.936	2.805
6430628N08Rik	0	0	0.0366667	0.034	0.02
6720489N17Rik	2.11286	2.95667	2.59	1.118	1.685
6820408C15Rik	0.317143	0.726667	0.0933333	0.382	0.36
7420426K07Rik	0.09	0.206667	0.01	0.016	0.02
7420461P10Rik	0	0	0	0	0
7530416G11Rik	0	0	0	0.01	0
8030411F24Rik	0.84	0.15	0.69	0.566	0.26
8030423J24Rik	0	0.02	0	0.012	0
8030462N17Rik	16.6114	6.85	7.00667	5.304	5.965
8030474K03Rik	9.97429	9.73	6.14333	6.938	3.6775
8430408G22Rik	0.0342857	1.01	0.593333	9.676	33.0075
9030612E09Rik	0.04	0.13	0.78	0.64	0.115
9030624G23Rik	1.65857	0.763333	0.74	0.808	0.4875
9030624J02Rik	25.2271	35.7867	29.4267	28.848	28.2175
9130008F23Rik	0.191429	0.266667	0.0766667	0.322	2.025
9130011E15Rik	9.76286	6.75333	8.19	8.434	7.35
9130019O22Rik	1.34143	1.37333	2.04667	1.64	1.875
9130023H24Rik	0.895714	1.50333	3.19667	2.052	2.0675
9130204L05Rik	1.28429	0.61	0	0.326	2.4725
9130213A22Rik	0.00714286	0.04	0.116667	0.19	0.265
9130230L23Rik	0.105714	0.543333	0.0833333	0.552	2.5
9130401M01Rik	54.6829	45.5467	18.9233	21.066	18.7425
9130409I23Rik	0.00714286	0	0	0.004	0.0375
9230102O04Rik	0	0.0266667	0.15	0.162	0.0275
9230104L09Rik	0	0	0	0.118	0.3525
9230110C19Rik	3.27857	3.93667	4.59	6.276	8.1075
9230110F15Rik	0	0	0	0	0
9230112D13Rik	0.0171429	0	0	0.006	0.025
9230113P08Rik	0	0	0	0.01	0
